         262244 function calls (260113 primitive calls) in 0.402 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1408(set_dash_capstyle)
      126    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
       99    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1128(set_linewidth)
     24/6    0.000    0.000    0.035    0.006 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:1591(_get_tick)
      117    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:729(set_family)
       72    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1217(set_rotation)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\ticker.py:2036(_validate_steps)
       54    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:1482(transform)
    156/9    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2387(_invalidate_internal)
      144    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:290(edit_margins)
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:2936(handle_single_axis)
       27    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:1428(__sub__)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\pathlib.py:56(parse_parts)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1030(set_linespacing)
       30    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:495(broadcast_arrays)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\function_base.py:25(linspace)
       93    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:557(<dictcomp>)
      123    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\spines.py:565(__getitem__)
   114/15    0.000    0.000    0.012    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:992(get_yaxis_transform)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1070(set_drawstyle)
        3    0.000    0.000    0.014    0.005 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\figure.py:3142(draw)
       48    0.000    0.000    0.000    0.000 {method 'addEditVariable' of 'kiwisolver.Solver' objects}
       84    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
       51    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2685(__init__)
       12    0.000    0.000    0.000    0.000 {method 'setEnabled' of 'PySide2.QtWidgets.QWidget' objects}
       48    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:2496(any)
        3    0.000    0.000    0.002    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:388(_plot_args)
       81    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:1859(transform_affine)
      195    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\path.py:607(get_extents)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:743(set_style)
       24    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:857(_fully_clipped_to_axes)
       48    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1188(set_marker)
      606    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       60    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:2380(_unpack_to_numpy)
      159    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:1040(set_visible)
        9    0.000    0.000    0.012    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal_array.py:250(BandRasterIONumPy)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:369(get_inner_bbox)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\patches.py:1179(set_xy)
       24    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:1067(set)
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\patches.py:48(__init__)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:1377(is_math_text)
      207    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:252(y0)
       48    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:1748(_safe_first_finite)
      123    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:1390(_to_unmasked_float_array)
        9    0.000    0.000    0.013    0.001 C:\Users\jgarc\OneDrive\Documents\Schmidt-Code\WISER\src\wiser\raster\dataset_impl.py:182(get_band_data)
      360    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\enum.py:1095(__new__)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:139(hard_constraints)
        3    0.000    0.000    0.009    0.003 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_constrained_layout.py:63(do_constrained_layout)
       33    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:839(<dictcomp>)
       78    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1058(set_color)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\lib\_arraysetops_impl.py:344(_unique1d)
      210    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\__init__.py:1303(_val_or_rc)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\backends\backend_agg.py:64(__init__)
      261    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF9202AC900}
      453    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      144    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:70(<dictcomp>)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:737(set_transform)
        3    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\patches.py:574(_draw_paths_with_artist_properties)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\getlimits.py:595(smallest_normal)
      792    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        6    0.000    0.000    0.003    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:2330(add_line)
       93    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:554(_axis_map)
    72/54    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2401(_iter_break_from_left_to_right)
      144    0.000    0.000    0.000    0.000 {method 'suggestValue' of 'kiwisolver.Solver' objects}
       81    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:2263(<genexpr>)
  132/129    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2609(get_matrix)
       18    0.000    0.000    0.007    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:2250(clip)
      165    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
  101/100    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       24    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:3644(_validate_converted_limits)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1320(set_usetex)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1360(set_dash_joinstyle)
      144    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:1802(convert_units)
        3    0.000    0.000    0.156    0.052 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_axes.py:5398(fill)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1376(set_solid_joinstyle)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:756(set_variant)
       36    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\gridspec.py:627(colspan)
    33/15    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:836(_unstale_viewLim)
       75    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:1911(_set_formatter)
      120    0.000    0.000    0.000    0.000 <frozen _collections_abc>:878(__iter__)
      210    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:298(axes)
      144    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:250(edit_margin)
       39    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:317(ymax)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        6    0.000    0.000    0.007    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_constrained_layout.py:335(make_layout_margins)
        3    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:338(_makefill)
      138    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1195(set_x)
      258    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        3    0.000    0.000    0.004    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:3072(draw)
      102    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       72    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\ticker.py:2051(_staircase)
        6    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:2358(_update_line_limits)
      390    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\patches.py:811(rotation_point)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:645(__hash__)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:1238(findfont)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:463(transformed)
      132    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:1903(_str_equal)
    24/21    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:368(bounds)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:4364(get_children)
        6    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:226(__call__)
       36    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:730(_get_axis_name)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1424(set_solid_capstyle)
       69    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:622(_from_any)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\lib\_nanfunctions_impl.py:253(nanmin)
       36    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\shape_base.py:209(_arrays_for_stack_dispatcher)
        6    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\ticker.py:559(set_useMathText)
       45    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:239(_get_xy_display)
      195    0.000    0.000    0.000    0.000 {built-in method math.cos}
       75    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:906(copy)
      258    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2292(__init__)
       54    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal_array.py:377(_to_primitive_type)
       39    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:307(ymin)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\lib\_arraysetops_impl.py:614(intersect1d)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:208(grid_constraints)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:168(parent_constraints)
      120    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:320(_set_artist_props)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal_array.py:325(flip_code)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:940(get_xaxis_text1_transform)
        3    0.000    0.000    0.159    0.053 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\__init__.py:1470(inner)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:1937(set_major_locator)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:91(<dictcomp>)
      138    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1206(set_y)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:3225(min)
      156    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        9    0.000    0.000    0.013    0.001 C:\Users\jgarc\OneDrive\Documents\Schmidt-Code\WISER\src\wiser\raster\dataset.py:362(get_band_data)
       12    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:1069(_translate_tick_params)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:3080(max)
        9    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal.py:5638(_add_child_ref)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1246(set_markeredgewidth)
        3    0.000    0.000    0.000    0.000 {built-in method fromImage}
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\lib\_histograms_impl.py:283(_ravel_and_check_weights)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\ticker.py:2057(set_params)
        8    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\colors.py:322(_to_rgba_no_colorcycle)
        9    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal.py:4159(GetRasterBand)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1261(set_markersize)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:1129(_set_position)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\OneDrive\Documents\Schmidt-Code\WISER\src\wiser\gui\rasterview.py:214(set_dataset_info)
       30    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:998(set_alpha)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:505(set_pickradius)
       45    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:893(get_unitless_position)
       60    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1098(set_fontsize)
       12    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:422(_apply_tickdir)
       69    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1265(set_text)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:2521(update_datalim)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\OneDrive\Documents\Schmidt-Code\WISER\src\wiser\raster\dataset_impl.py:147(get_width)
        3    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:164(add_child)
        3    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:4387(get_default_bbox_extra_artists)
       27    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:2247(_get_ticks_position)
        9    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\backend_bases.py:711(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\pathlib.py:484(_parse_args)
       54    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2425(transform_affine)
       75    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\copyreg.py:104(__newobj__)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\numpy\_core\fromnumeric.py:3571(ndim)
       36    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1034(get_path)
       75    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\font_manager.py:769(set_weight)
       24    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:205(_apply_tickdir)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       24    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:189(_set_labelrotation)
       18    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:1174(_set_artist_props)
      144    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_api\__init__.py:152(<genexpr>)
        9    0.000    0.000    0.002    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\backends\backend_agg.py:94(draw_path)
        9    0.000    0.000    0.012    0.001 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\osgeo\gdal.py:7904(ReadAsArray)
        3    0.000    0.000    0.103    0.034 C:\Users\jgarc\OneDrive\Documents\Schmidt-Code\WISER\src\wiser\gui\rasterpane.py:1221(_on_stretch_changed)
       39    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\cbook.py:2356(_is_torch_array)
      114    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:1365(_iter_break_from_left_to_right)
       51    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:1109(set_zorder)
        3    0.000    0.000    0.014    0.005 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\backends\backend_agg.py:380(draw)
       90    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     12/6    0.000    0.000    0.028    0.005 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\spines.py:299(set_position)
      345    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\artist.py:838(get_visible)
        3    0.000    0.000    0.000    0.000 {method 'name' of 'PySide2.QtGui.QColor' objects}
       48    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axis.py:201(_pad)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_constrained_layout.py:642(reposition_axes)
       48    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:805(from_bounds)
        6    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.398    0.398 {method 'click' of 'PySide2.QtWidgets.QAbstractButton' objects}
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1046(set_antialiased)
       54    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:1184(set_position)
       72    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
       99    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\cycler\__init__.py:259(__iter__)
       78    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\lines.py:1226(set_markerfacecolor)
       57    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
    72/36    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:2416(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\transforms.py:651(union)
        6    0.000    0.000    0.000    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\_layoutgrid.py:325(edit_outer_margin_mins)
      300    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       18    0.000    0.000    0.007    0.000 {method 'clip' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\jgarc\anaconda3\envs\wiser-source\Lib\site-packages\matplotlib\axes\_base.py:4416(<listcomp>)
